32	1	1	1	2	4	2	0	3	0	3
29	1	1	1	3	3	5	0	4	0	4
32	1	1	1	3	1	5	0	2	0	4
25	1	1	0	3	4	3	0	5	1	5
38	1	1	1	5	3	7	0	3	0	4
28	1	1	1	3	3	1	0	4	0	4
23	1	0	0	3	2	5	0	4	0	4
21	1	0	0	3	5	5	0	4	0	4
54	1	1	0	6	3	6	0	4	0	4
25	0	0	0	4	4	4	0	4	1	4
23	0	1	0	3	3	4	0	4	1	5
26	1	0	1	4	4	5	0	4	0	5
28	1	1	0	3	4	3	0	3	1	4
27	1	1	1	2	3	5	0	3	0	3
28	1	0	0	3	3	3	0	4	0	4
25	1	1	0	8	4	8	1	5	0	5
30	1	1	1	3	3	2	0	4	0	4
23	1	0	0	3	3	3	0	3	0	4
22	1	1	0	3	1	2	0	4	0	3
32	1	1	1	3	3	3	0	4	0	4
43	1	0	1	7	1	5	0	4	0	4
41	1	1	1	5	3	7	0	4	0	4
57	1	1	1	2	5	5	0	5	0	5
34	0	1	1	2	3	3	0	5	0	5
26	1	0	1	3	3	5	0	4	0	5
61	1	0	1	4	4	4	0	5	0	5
44	1	0	1	6	4	2	1	5	0	4
51	1	1	1	5	5	4	1	5	1	5
28	0	1	1	3	4	7	0	4	0	4
26	1	0	1	1	5	5	0	3	0	3
24	1	0	0	5	5	5	1	4	0	3
28	1	1	0	3	1	3	0	3	0	3
33	1	1	1	5	3	3	1	4	1	4
32	1	0	1	6	4	4	0	4	0	4
52	1	1	1	1	4	4	0	4	0	5
21	1	0	0	4	4	6	0	5	0	4
24	1	0	0	1	5	6	0	5	0	5
29	1	1	0	2	3	4	0	4	0	5
21	0	0	0	3	3	6	0	4	0	5
36	0	0	1	5	3	4	1	5	1	5
30	1	1	1	3	4	4	1	5	0	5
26	1	1	0	3	2	4	1	4	0	3
24	1	0	1	2	3	3	0	4	0	4
38	1	1	1	2	3	2	0	3	0	3
36	1	0	1	2	3	1	0	4	0	5
27	1	1	1	4	4	7	0	4	0	4
21	1	0	0	3	3	4	0	4	0	4
20	1	0	0	4	4	4	0	4	0	5
21	1	0	0	7	4	7	1	4	0	4
25	1	0	1	4	3	5	0	5	0	5
38	1	1	1	5	3	6	0	4	0	4
19	0	0	0	1	1	1	0	1	0	1
21	0	1	0	2	3	5	0	4	0	4
20	0	0	1	3	5	6	1	3	0	4
54	0	1	1	3	3	6	1	3	0	3
21	0	0	0	1	3	2	0	4	0	4
19	0	1	1	5	4	4	0	4	0	5
21	0	1	0	4	1	2	0	4	1	5
24	1	0	0	1	4	5	0	5	0	5
22	1	0	0	3	5	4	0	4	0	5
21	1	0	1	4	2	6	0	3	0	5
36	1	1	0	3	3	5	0	3	0	3
26	1	1	0	3	4	6	0	4	0	4
23	1	1	0	2	3	5	0	4	0	4
21	1	1	0	5	4	5	0	1	0	4
21	0	1	0	2	4	4	0	4	0	4
32	1	0	1	7	5	7	0	5	0	5
22	1	0	0	7	5	3	0	5	0	5
38	1	0	0	4	1	1	1	5	0	3
45	1	0	0	5	4	4	1	4	0	4
31	1	0	1	6	3	6	0	3	0	3
21	1	0	0	4	2	4	1	5	0	3
64	1	0	0	4	5	5	1	5	0	4
50	1	0	1	7	4	5	0	3	0	3
23	0	0	0	3	5	4	0	5	1	5
27	1	0	0	6	3	6	0	5	0	5
21	0	1	1	5	1	5	0	4	0	4
25	1	0	1	3	3	3	0	5	0	5
22	0	1	0	3	3	3	1	4	0	4
21	1	1	0	4	2	5	0	4	0	4
39	1	0	1	1	4	5	1	5	1	5
38	1	0	1	6	4	7	0	3	0	3
29	1	1	1	2	3	3	1	5	0	5
24	0	1	1	4	4	4	0	2	0	2
41	1	1	1	3	5	3	1	5	0	5
41	1	0	1	7	3	2	0	4	0	3
37	0	0	1	4	2	7	0	3	0	3
34	1	0	1	3	4	3	0	4	0	5
54	1	0	1	4	4	2	1	4	1	5
26	1	0	0	4	5	6	0	4	0	5
22	0	0	0	3	2	3	0	4	0	4
58	1	1	1	3	4	4	1	4	0	4
23	0	0	1	4	5	6	0	5	0	5
22	0	1	1	7	4	6	0	5	0	5
33	1	0	1	1	5	5	0	3	0	3
25	1	0	0	2	1	3	0	1	0	1
54	1	1	0	6	4	7	0	4	0	4
33	1	0	1	2	4	4	0	5	0	5
59	1	1	1	7	3	5	0	5	0	4
19	1	0	0	1	4	5	0	1	0	1
20	1	0	0	2	5	3	0	4	0	5
20	1	0	0	4	5	5	0	4	0	4
21	1	0	0	2	3	3	0	4	0	5
53	1	1	1	5	1	3	0	4	0	4
50	1	0	1	3	4	6	0	3	0	5
29	1	1	1	3	1	3	0	2	0	5
58	0	1	1	4	2	6	0	2	0	3
26	0	0	0	1	3	3	0	5	0	5
50	0	0	1	4	4	2	0	5	0	5
29	0	0	0	2	3	1	0	2	0	5
57	0	1	1	5	1	5	0	1	0	3
29	1	1	1	3	3	3	0	4	0	4
46	1	1	1	2	4	7	0	5	0	5
21	1	0	0	4	3	5	1	1	1	1
20	0	0	0	3	4	5	0	5	0	5
24	1	1	0	5	4	4	0	4	0	4
47	0	1	0	3	2	3	0	4	0	4
23	0	0	0	2	4	3	0	4	0	4
58	0	1	1	1	3	1	0	5	0	5
31	1	0	1	4	4	4	0	5	0	5
26	0	1	0	3	1	4	0	5	0	4
21	1	0	1	4	2	3	0	3	0	4
20	1	0	0	3	4	3	1	5	0	5
21	1	0	0	4	4	5	0	4	0	5
20	0	1	0	5	4	6	0	4	0	4
22	1	0	0	2	4	5	0	5	0	5
20	1	1	0	5	4	5	0	5	0	5
34	1	1	0	3	5	4	0	3	0	3
26	0	1	0	3	4	5	0	3	0	3
32	0	1	0	2	3	3	0	3	0	3
22	0	1	0	2	4	3	0	5	0	5
25	1	0	0	3	3	3	0	5	0	5
24	0	1	0	5	2	5	0	4	0	4
23	1	0	1	3	5	3	1	5	0	5
29	0	1	0	3	3	4	0	3	0	3
60	1	0	1	1	1	1	1	5	0	5
49	1	0	1	7	4	1	0	4	0	4
30	0	0	1	6	5	1	0	5	0	5
49	0	0	0	2	1	4	0	5	0	5
59	1	0	1	4	3	4	0	3	0	3
50	1	1	1	4	5	4	0	5	0	5
18	1	0	0	4	3	2	0	3	0	3
20	1	0	0	1	3	4	0	4	0	4
29	1	1	0	1	3	5	0	5	0	5
24	0	0	0	2	3	3	0	4	0	4
23	1	1	1	3	3	5	0	4	0	4
28	1	1	0	3	2	5	0	4	0	5
23	1	0	0	1	4	2	0	4	0	4
28	1	0	0	1	3	4	0	5	0	5
38	1	0	1	3	5	5	0	5	0	5
23	1	1	0	4	5	3	0	3	0	3
27	0	1	1	2	5	3	0	4	0	4
50	0	1	1	5	2	5	1	5	0	5
29	0	1	1	5	4	5	0	1	0	2
23	0	1	0	2	3	3	1	4	1	4
21	1	1	0	3	4	5	0	5	0	4
26	1	1	0	3	4	5	0	4	0	4
60	1	0	1	2	3	3	0	4	0	4
30	1	1	1	5	4	5	0	4	0	4
23	1	1	0	1	4	3	0	4	0	4
25	0	1	0	5	5	6	0	5	0	5
27	1	1	1	2	4	4	0	4	0	4
46	1	1	1	2	3	3	0	2	0	3
53	0	1	0	5	2	5	0	4	0	4
31	0	1	1	4	4	4	1	5	1	5
24	1	1	1	4	3	7	0	4	0	4
44	0	1	1	3	2	6	1	4	0	4
23	0	1	0	1	2	3	0	2	0	4
26	1	0	0	3	1	3	0	3	0	4
32	1	0	1	2	5	4	0	5	0	5
54	0	1	0	4	4	4	0	4	0	5
36	1	1	1	5	4	6	0	4	0	4
27	0	1	0	3	2	3	1	3	0	4
35	1	0	1	3	3	3	0	5	0	5
28	1	0	1	3	2	1	0	2	0	2
45	1	0	1	3	5	1	1	5	1	3
31	1	0	1	5	4	5	0	4	0	4
48	1	0	1	3	5	5	0	5	0	4
33	1	1	0	3	4	3	0	4	0	4
22	0	0	1	2	3	3	0	3	0	4
22	1	1	0	5	2	7	0	4	0	4
44	0	1	1	4	4	2	0	2	0	4
29	1	1	0	3	3	5	0	5	0	5
32	1	1	1	7	2	7	0	3	0	4
39	0	0	1	2	5	2	1	5	1	5
20	0	0	1	5	4	1	1	1	1	3
61	0	0	0	5	3	6	1	5	1	5
65	0	1	0	1	4	1	0	4	0	4
49	1	1	0	7	4	6	0	4	0	4
32	1	0	1	8	1	7	0	3	0	5
54	1	0	1	3	3	3	1	3	0	4
57	1	1	1	6	3	3	0	3	0	4
54	1	0	0	3	3	2	0	3	0	4
58	1	0	0	7	4	7	0	5	0	4
47	1	1	1	7	5	7	0	5	1	5
61	1	1	1	4	2	4	1	4	0	4
57	0	1	1	5	5	3	0	4	0	4
50	1	0	0	5	5	1	0	3	0	4
52	1	1	1	6	4	7	0	5	0	5
65	1	0	1	5	3	5	1	3	1	3
48	1	0	1	7	4	5	0	3	0	3
63	0	1	0	3	5	1	0	5	0	5
28	1	0	1	3	2	7	0	4	0	4
51	1	0	1	5	3	4	1	5	1	5
