0.0	0.0	5.0
5.0	5.0	10.0
0.0	20.0	10.0
0.0	0.0	5.0
10.0	15.0	5.0
0.0	0.0	0.0
0.0	0.0	20.0
0.0	10.0	5.0
0.0	0.0	5.0
0.0	0.0	5.0
0.0	0.0	5.0
0.0	15.0	20.0
0.0	0.0	10.0
0.0	0.0	1.0
0.0	0.0	5.0
5.0	10.0	8.0
0.0	0.0	5.0
0.0	0.0	15.0
0.0	0.0	0.0
0.0	30.0	15.0
10.0	15.0	5.0
0.0	10.0	15.0
0.0	10.0	15.0
0.0	5.0	10.0
0.0	0.0	5.0
0.0	0.0	20.0
0.0	0.0	5.0
0.0	0.0	0.0
0.0	8.0	12.0
0.0	0.0	5.0
0.0	0.0	5.0
0.0	0.0	10.0
0.0	0.0	10.0
0.0	15.0	10.0
5.0	10.0	15.0
25.0	35.0	15.0
0.0	0.0	10.0
0.0	0.0	5.0
0.0	5.0	10.0
10.0	5.0	15.0
0.0	15.0	10.0
0.0	0.0	0.0
0.0	0.0	10.0
0.0	0.0	5.0
20.0	20.0	30.0
0.0	10.0	5.0
0.0	0.0	20.0
10.0	5.0	20.0
5.0	10.0	15.0
0.0	0.0	5.0
10.0	15.0	5.0
0.0	5.0	0.0
0.0	5.0	2.0
0.0	10.0	5.0
6.0	10.0	8.0
0.0	0.0	0.0
0.0	5.0	10.0
0.0	0.0	0.0
0.0	0.0	10.0
0.0	0.0	10.0
5.0	10.0	0.0
0.0	0.0	5.0
0.0	0.0	5.0
0.0	0.0	5.0
10.0	5.0	0.0
0.0	0.0	0.0
5.0	7.0	10.0
0.0	0.0	5.0
0.0	5.0	0.0
0.0	10.0	15.0
0.0	0.0	0.0
0.0	25.0	10.0
10.0	5.0	20.0
0.0	0.0	0.0
0.0	0.0	15.0
5.0	10.0	15.0
0.0	20.0	30.0
0.0	10.0	0.0
10.0	5.0	15.0
0.0	0.0	0.0
5.0	10.0	15.0
5.0	15.0	10.0
0.0	0.0	20.0
5.0	10.0	15.0
0.0	0.0	20.0
10.0	15.0	5.0
0.0	0.0	5.0
10.0	20.0	5.0
0.0	0.0	0.0
10.0	5.0	0.0
0.0	0.0	0.0
10.0	20.0	30.0
0.0	0.0	0.0
0.0	0.0	15.0
0.0	0.0	10.0
0.0	0.0	0.0
0.0	5.0	10.0
0.0	0.0	0.0
0.0	20.0	15.0
0.0	0.0	15.0
0.0	0.0	15.0
10.0	20.0	25.0
0.0	15.0	20.0
0.0	3.0	5.0
20.0	30.0	10.0
0.0	0.0	10.0
10.0	20.0	15.0
0.0	0.0	30.0
0.0	0.0	10.0
10.0	20.0	25.0
10.0	20.0	30.0
10.0	15.0	30.0
0.0	10.0	15.0
15.0	10.0	20.0
10.0	5.0	15.0
10.0	15.0	20.0
10.0	15.0	20.0
0.0	10.0	0.0
0.0	0.0	0.0
15.0	20.0	10.0
0.0	0.0	5.0
0.0	0.0	10.0
0.0	10.0	15.0
15.0	30.0	25.0
0.0	20.0	30.0
10.0	15.0	20.0
0.0	10.0	15.0
10.0	5.0	15.0
0.0	10.0	15.0
5.0	10.0	15.0
0.0	12.0	15.0
10.0	15.0	20.0
0.0	0.0	10.0
0.0	0.0	20.0
0.0	0.0	5.0
0.0	5.0	10.0
0.0	0.0	20.0
10.0	15.0	20.0
0.0	0.0	6.0
0.0	10.0	20.0
5.0	10.0	0.0
5.0	10.0	15.0
0.0	5.0	10.0
10.0	15.0	20.0
0.0	0.0	10.0
10.0	15.0	20.0
0.0	0.0	5.0
0.0	0.0	20.0
5.0	10.0	15.0
10.0	15.0	20.0
20.0	25.0	10.0
0.0	12.0	16.0
0.0	5.0	7.0
0.0	10.0	5.0
0.0	0.0	0.0
20.0	25.0	30.0
0.0	20.0	30.0
0.0	0.0	5.0
30.0	25.0	40.0
10.0	15.0	20.0
6.0	3.0	10.0
10.0	15.0	20.0
10.0	15.0	20.0
0.0	10.0	20.0
10.0	15.0	20.0
10.0	15.0	20.0
0.0	15.0	10.0
10.0	15.0	20.0
10.0	15.0	20.0
0.0	10.0	20.0
5.0	10.0	7.0
5.0	10.0	20.0
10.0	15.0	20.0
5.0	10.0	0.0
5.0	10.0	15.0
15.0	20.0	10.0
0.0	10.0	5.0
0.0	30.0	10.0
15.0	20.0	10.0
5.0	10.0	5.0
0.0	30.0	40.0
0.0	15.0	10.0
0.0	0.0	10.0
0.0	5.0	10.0
0.0	0.0	5.0
15.0	10.0	20.0
10.0	5.0	15.0
20.0	30.0	15.0
10.0	5.0	20.0
10.0	15.0	20.0
0.0	10.0	15.0
10.0	5.0	15.0
10.0	5.0	6.0
5.0	10.0	15.0
10.0	15.0	20.0
10.0	15.0	20.0
15.0	20.0	25.0
0.0	10.0	20.0
0.0	0.0	12.0
