0	5	5
36.5	15	0
0	0	0
0	0	0
42	38	46
60	0	0
10	0	0
11	0	0
19	14	29
0	45	0
16	5	0
55	50	45
50	0	0
15	18	7
50	70	0
20	15	0
49	0	0
25	0	0
40	30	0
20	15	0
30	20	0
0	0	25
88	38	0
60	50	0
80	70	60
15	20	5
48.9	46.5	45.5
70	60	40
70	75	60
35	35	45
70	60	50
40	55	35
20	25	20
75	85	55
40	42	35
25	50	35
55	60	24
20	10	0
15	10	5
75.5	75.5	70
20	25	15
50	30	0
32	32	31
30	30	25
20.3	20	45.9
80	85	50
50	50	15
45	60	30
0	25	0
25	15	10
40	50	10
25	23.5	18
11	10	5
15	16.5	25
70	60	50
8.5	10	5.5
11	1	0
30	5	6
15	10	5
30	25	20
30	29.5	28
47	46	44
22	16	6
3	4	3
100	0	0
50	40	5
9	11	6.5
2.2	2.25	2.2
9	1	12
2	2	2
20	30	10
10	10	0
80	70	60
22	25	18
90	100	70
100	100	80
0	0	0
45	50	30
70	75	64
98	110	50
48.9	56.5	22.75
50	50	45
25	20	15
44	45	20
20	20	10
80	60	50
27	25	20
90	70	40.5
52	48	50
30	30	25
40	39	10
49.5	48	45
10	16	3
10	15	5
60	60	50
0	0	0
70	74	44
10	12	10
5	5	0
46.5	47	46
10	10	10
10	15	10.5
65.5	60.5	44
75	75	75
55.5	60.5	65.5
25	25	20
41	30	25
75	80	50
30	30	20
58	56.5	45
54	54	49
100	100	20
65	75	20
45	46	44
45.5	40.5	30.5
6.5	5.5	1.5
35	30	20
50	50	56
20.25	10.25	8.25
60	50	20
50	0	50
9	10	6
5	5	5
50	45	40
0	0	0
0	0	0
45	45	30
98.99	89.99	59.99
45.5	45.5	45.5
95	95	20
15	25	5
40	36	20
64.18	64.19	65.7
65	70	45
30	60	20
25	15	20
35	30	40
15.75	20.5	10.5
68.75	69	58
12	15	10
16	14	13
5	5	0
0	0	0
0	0	0
0	0	0
10.5	10.5	0
10	8	0
8.5	8.5	10.5
15.5	15.5	10.5
35.25	36.5	46
10	10	10
75	80	50
15	10	5
60	55	45
40.5	45	30
30.75	35.95	5.15
5	15	5
60	60	45
16	15	15
16	11	5
60	80	20
20	10	5
35	25	10
25.7	27.3	24.9
35	55	28
50	40	35
20	20	15
38	50	20.5
3	2	1
55	55	55
84	74	60
25	20	1
5	25	0
20	25	10

10	50	0
20	20	20
13	15	10
35.25	15.5	0
3.5	8.5	1.5
65.5	80.5	60.5
0	0	0
10	10	0
6	0	0
0	0	0
25	25	20
60.75	50.75	49.75
46	46	40
40	60	0
20	30	10
30	30	30
20	20	10
20	15	18
25	30	25
35	25	30
45	40	50
25	23	27
30.5	29	28
10	10	5
20	28	25
0	0	10
56	52	56
21	16	11
44	30	40
50.25	55	40
